student_id,study_hours_per_week,attendance_pct,assignment_completion_pct,previous_term_score,internet_quality,parental_support,extra_classes,sleep_hours_per_night,disciplinary_record,final_exam_score,passed
STD20409,11.1,71,92,63,Good,Low,1,9.1,0,100,1
STD20410,6.9,84,84,69,Poor,High,0,7.5,1,97,1
STD20411,11.9,73,99,53,Fair,Low,1,7.0,0,100,1
STD20412,13.7,72,73,50,Good,High,1,6.2,0,100,1
STD20413,10.4,100,97,57,Poor,High,0,4.9,0,100,1
STD20414,9.2,63,80,70,Good,Low,1,6.4,0,96,1
STD20415,14.8,91,87,51,Fair,Medium,0,6.9,0,100,1
STD20416,14.5,60,85,42,Poor,Medium,0,6.7,0,99,1
STD20417,10.3,85,100,75,Good,Medium,1,7.6,0,100,1
STD20418,3.7,86,91,64,Fair,Low,1,4.9,0,95,1
STD20419,14.3,69,70,73,Good,Medium,1,6.6,0,100,1
STD20420,8.2,59,66,69,Good,Low,1,9.4,1,98,1
STD20421,13.1,48,77,91,Poor,High,1,8.1,0,100,1
STD20422,12.8,67,64,75,Fair,Medium,1,7.6,0,100,1
STD20423,2.6,83,59,47,Fair,Medium,0,7.3,0,93,1
STD20424,12.4,61,40,65,Fair,High,0,6.3,1,94,1
STD20425,14.6,77,50,50,Poor,Medium,0,4.5,0,90,1
STD20426,15.2,55,100,51,Fair,Medium,1,7.4,1,98,1
STD20427,12.6,73,66,37,Good,Medium,0,3.6,0,96,1
STD20428,2.1,60,100,54,Poor,Medium,0,6.4,0,78,1
STD20429,18.4,75,85,66,Good,Medium,0,6.8,0,100,1
STD20430,14.1,69,77,57,Fair,High,0,6.2,0,100,1
STD20431,6.0,59,51,42,Poor,Low,0,9.5,0,64,1
STD20432,8.1,67,78,35,Poor,Medium,0,9.2,0,90,1
STD20433,13.2,63,100,90,Poor,High,0,8.1,0,100,1
STD20434,15.4,58,100,63,Fair,Medium,0,5.6,0,100,1
STD20435,9.6,91,83,46,Poor,High,0,9.3,0,100,1
STD20436,16.1,71,57,65,Good,Low,1,7.6,0,100,1
STD20437,3.0,45,61,91,Good,Low,0,5.6,0,84,1
STD20438,6.8,67,63,67,Poor,Medium,0,6.8,0,89,1
STD20439,1.7,89,100,20,Good,Medium,0,8.0,0,85,1
STD20440,7.5,65,100,95,Good,High,1,6.0,0,100,1
STD20441,19.5,97,82,30,Poor,Medium,0,7.0,0,100,1
STD20442,22.3,64,73,55,Good,Low,0,7.2,0,100,1
STD20443,13.2,83,100,41,Fair,Medium,1,5.4,0,100,1
STD20444,8.8,91,60,47,Good,Medium,1,6.4,0,100,1
STD20445,10.9,82,79,62,Poor,Medium,0,5.5,0,83,1
STD20446,14.4,57,86,27,Good,Low,1,7.9,0,100,1
STD20447,4.2,63,62,57,Good,Medium,0,5.6,0,91,1
STD20448,9.1,92,67,75,Good,High,0,7.2,0,100,1
STD20449,19.2,65,65,45,Good,Medium,0,5.0,0,100,1
STD20450,6.8,90,100,37,Poor,Medium,1,5.3,0,88,1
STD20451,8.3,70,100,56,Good,Low,0,5.3,0,91,1
STD20452,12.1,78,80,53,Fair,High,0,6.4,1,88,1
STD20453,13.4,57,73,49,Poor,Low,0,7.0,1,72,1
STD20454,8.9,67,67,40,Poor,Medium,0,7.3,0,83,1
STD20455,12.4,64,78,66,Good,Medium,0,4.5,0,100,1
STD20456,15.0,79,68,67,Good,Low,0,6.6,1,91,1
STD20457,21.8,77,76,42,Poor,Medium,0,5.8,0,100,1
STD20458,11.4,82,85,44,Good,Low,0,7.5,0,94,1
STD20459,11.8,69,71,60,Good,High,0,6.5,0,100,1
STD20460,19.6,63,75,44,Fair,Low,1,6.7,0,100,1
STD20461,9.3,79,75,61,Fair,High,0,5.8,0,100,1
STD20462,5.4,62,72,80,Good,Medium,0,9.0,0,100,1
STD20463,13.3,91,70,57,Good,Low,1,5.1,0,100,1
STD20464,17.4,74,92,40,Fair,Medium,1,6.3,0,100,1
STD20465,13.8,71,46,64,Fair,Low,0,6.9,0,97,1
STD20466,11.5,82,100,55,Poor,High,0,6.5,0,100,1
STD20467,4.8,75,80,56,Fair,Low,0,5.8,0,82,1
STD20468,11.7,53,89,65,Fair,High,0,4.4,0,100,1
STD20469,18.2,61,91,68,Fair,Low,1,5.9,0,100,1
STD20470,5.8,91,65,59,Fair,Medium,1,5.6,1,93,1
STD20471,10.8,77,62,57,Fair,Low,0,9.0,0,82,1
STD20472,10.1,52,59,89,Fair,Medium,0,9.5,0,100,1
STD20473,8.5,81,74,76,Fair,Medium,0,6.7,0,99,1
STD20474,13.2,68,91,71,Poor,High,0,5.0,0,100,1
STD20475,14.2,64,67,60,Good,Medium,0,7.8,0,100,1
STD20476,14.2,60,89,43,Fair,Low,0,5.5,0,93,1
STD20477,7.1,90,35,75,Fair,High,1,6.1,0,100,1
STD20478,3.8,48,71,60,Poor,Medium,1,6.0,0,77,1
STD20479,13.3,64,99,49,Good,High,1,6.1,0,100,1
STD20480,9.5,78,75,54,Fair,Medium,1,6.3,0,100,1
STD20481,21.2,98,63,44,Fair,Medium,1,5.1,0,100,1
STD20482,21.4,84,66,74,Good,Low,1,5.9,0,100,1
STD20483,22.0,64,23,68,Good,High,0,8.1,0,100,1
STD20484,7.3,97,60,61,Fair,Low,0,6.8,0,92,1
STD20485,14.8,57,97,57,Fair,High,0,7.0,0,100,1
STD20486,16.4,80,68,48,Good,Low,1,3.9,1,85,1
STD20487,15.8,83,70,26,Good,High,1,8.0,0,100,1
STD20488,10.2,64,36,37,Good,High,0,5.9,0,88,1
STD20489,18.4,86,49,47,Good,High,1,8.3,0,100,1
STD20490,12.0,69,99,45,Good,Medium,1,7.0,0,100,1
STD20491,12.6,86,89,62,Good,Medium,1,6.1,0,100,1
STD20492,4.3,50,55,70,Poor,High,0,4.6,1,80,1
STD20493,15.2,81,67,56,Good,Medium,0,9.5,0,100,1
STD20494,10.7,70,77,79,Good,Medium,0,7.8,0,100,1
STD20495,14.3,92,56,46,Fair,Low,0,7.9,0,100,1
STD20496,13.2,75,42,56,Fair,Medium,1,9.2,0,100,1
STD20497,12.9,93,75,57,Fair,Medium,0,7.1,0,99,1
STD20498,11.8,83,88,74,Good,Medium,0,8.6,1,100,1
STD20499,15.9,74,89,60,Good,Low,0,6.2,0,100,1
STD20500,11.0,87,94,60,Poor,Medium,1,7.8,0,98,1
STD20501,4.7,87,50,33,Fair,High,0,6.0,0,76,1
STD20502,14.8,83,79,45,Poor,Medium,1,6.1,0,98,1
STD20503,8.0,44,73,74,Fair,High,0,6.9,0,97,1
STD20504,5.4,62,76,27,Fair,Low,1,5.2,0,78,1
STD20505,6.9,95,74,78,Fair,Medium,0,7.2,0,100,1
STD20506,13.4,58,66,65,Poor,Medium,0,6.4,0,93,1
STD20507,11.5,88,24,47,Poor,Medium,1,4.2,0,100,1
STD20508,1.3,86,99,46,Fair,Medium,1,6.2,0,82,1
STD20509,10.1,66,84,86,Fair,Low,1,6.4,0,100,1
STD20510,17.8,48,51,79,Good,Medium,1,7.9,0,100,1
STD20511,9.7,68,87,56,Good,Low,0,7.2,0,100,1
STD20512,11.2,100,70,60,Good,Medium,1,8.7,0,100,1
STD20513,17.2,64,70,48,Fair,High,0,7.5,0,100,1
STD20514,16.0,65,64,60,Poor,Low,1,6.1,1,89,1
STD20515,17.1,62,88,48,Good,Medium,1,6.7,0,100,1
STD20516,0.0,93,64,57,Fair,Medium,1,6.3,0,85,1
STD20517,20.7,73,58,85,Poor,Medium,1,7.4,0,100,1
STD20518,15.2,67,98,57,Fair,Low,1,6.9,0,100,1
STD20519,24.3,96,75,42,Good,Medium,0,6.0,0,100,1
STD20520,8.1,84,75,38,Fair,High,0,6.8,0,86,1
STD20521,3.2,63,90,60,Poor,Medium,1,7.4,0,93,1
STD20522,12.0,59,66,47,Fair,Medium,1,5.5,0,100,1
STD20523,10.6,92,70,62,Poor,Medium,0,7.2,0,94,1
STD20524,15.3,76,84,34,Fair,High,1,4.7,0,100,1
STD20525,17.4,54,50,68,Good,Low,0,8.2,0,100,1
STD20526,11.6,51,82,42,Good,Low,1,7.5,0,85,1
STD20527,10.8,60,64,59,Fair,Medium,1,8.9,0,100,1
STD20528,14.6,59,93,53,Poor,Medium,0,5.3,0,100,1
STD20529,10.7,47,88,84,Fair,Medium,0,8.3,1,96,1
STD20530,10.3,61,85,61,Fair,Low,1,8.0,0,100,1
STD20531,17.2,63,49,87,Good,Low,0,6.6,0,100,1
STD20532,18.3,70,76,66,Good,Medium,1,6.3,0,100,1
STD20533,17.4,100,57,79,Fair,Medium,0,5.4,0,100,1
STD20534,11.2,72,77,55,Good,Medium,0,5.1,0,100,1
STD20535,1.3,74,36,63,Fair,Medium,0,5.8,0,68,1
STD20536,11.3,83,50,76,Fair,Low,1,5.2,0,89,1
STD20537,8.2,73,99,72,Good,Medium,0,8.9,0,100,1
STD20538,11.4,82,85,66,Poor,High,1,4.8,0,100,1
STD20539,8.6,80,72,53,Fair,High,1,7.0,0,99,1
STD20540,11.9,78,62,56,Good,Low,1,7.4,0,100,1
STD20541,6.8,100,58,75,Fair,Medium,0,7.3,0,100,1
STD20542,5.6,89,82,78,Fair,High,0,7.4,0,100,1
STD20543,18.1,61,72,49,Poor,Medium,1,8.0,0,100,1
STD20544,7.2,81,100,47,Fair,Medium,0,6.2,0,97,1
STD20545,12.0,65,75,44,Fair,Low,1,6.9,0,100,1
STD20546,16.8,82,79,70,Fair,Medium,1,6.4,0,100,1
STD20547,16.6,57,53,44,Fair,High,1,8.5,0,100,1
STD20548,16.0,60,72,70,Fair,High,1,9.5,0,100,1
STD20549,13.5,81,81,66,Fair,High,1,5.2,0,100,1
STD20550,15.6,90,71,50,Good,Medium,1,4.2,0,100,1
STD20551,18.9,83,69,81,Fair,Medium,1,7.5,0,100,1
STD20552,14.1,88,84,36,Fair,Low,0,8.2,0,100,1
STD20553,2.8,81,100,83,Good,Low,0,9.3,0,100,1
STD20554,9.4,78,81,63,Poor,Low,0,7.8,0,95,1
STD20555,15.5,69,99,27,Fair,High,1,8.6,0,100,1
STD20556,8.9,87,89,82,Poor,Low,1,9.0,0,100,1
STD20557,20.1,90,98,73,Fair,Medium,1,8.7,0,100,1
STD20558,11.7,75,67,52,Good,Medium,0,7.9,0,95,1
STD20559,12.4,74,74,44,Fair,Medium,1,5.1,0,89,1
STD20560,17.6,98,74,34,Good,Medium,0,6.8,0,100,1
STD20561,11.1,76,88,94,Poor,Low,1,7.2,0,100,1
STD20562,12.9,77,92,44,Fair,Medium,0,6.7,0,90,1
STD20563,16.5,83,80,39,Fair,Medium,1,6.8,0,100,1
STD20564,4.6,75,94,62,Poor,High,1,8.8,0,100,1
STD20565,10.6,65,68,33,Fair,Medium,0,5.8,0,85,1
STD20566,16.1,81,94,43,Good,High,0,7.8,0,100,1
STD20567,12.3,75,96,73,Fair,Medium,0,7.2,0,100,1
STD20568,19.3,100,90,65,Good,Low,0,5.7,0,100,1
STD20569,4.1,87,80,52,Good,Medium,0,5.4,0,81,1
STD20570,3.5,68,91,58,Fair,High,0,4.6,0,83,1
STD20571,15.8,86,62,51,Good,Low,0,7.4,0,100,1
STD20572,16.3,80,82,57,Poor,Low,0,6.7,1,82,1
STD20573,11.0,94,83,47,Fair,High,1,5.7,0,100,1
STD20574,14.0,69,54,49,Fair,High,0,4.4,0,100,1
STD20575,15.7,79,87,49,Fair,Low,0,7.4,0,96,1
STD20576,7.9,75,56,47,Fair,High,1,6.6,0,98,1
STD20577,8.5,77,70,74,Fair,Medium,0,5.9,1,97,1
STD20578,12.9,64,79,70,Good,Medium,1,5.5,0,100,1
STD20579,16.5,84,65,44,Fair,Medium,1,6.5,0,100,1
STD20580,6.2,82,79,40,Good,High,1,7.4,0,100,1
STD20581,11.0,94,79,56,Fair,Low,0,6.4,0,100,1
STD20582,10.8,76,63,90,Fair,High,0,5.3,0,100,1
STD20583,14.1,70,88,43,Fair,Low,1,6.7,0,100,1
STD20584,12.0,87,64,56,Fair,Medium,1,8.2,0,100,1
STD20585,9.3,65,100,59,Fair,Medium,0,6.9,0,100,1
STD20586,18.2,91,76,56,Good,High,1,6.9,1,100,1
STD20587,9.3,91,57,51,Fair,High,1,6.4,0,100,1
STD20588,10.5,94,60,75,Poor,High,1,5.6,0,100,1
STD20589,4.0,81,99,65,Good,Medium,0,5.6,0,100,1
STD20590,8.4,69,71,71,Good,Low,0,4.6,0,97,1
STD20591,14.6,78,53,67,Good,High,0,8.3,0,100,1
STD20592,13.6,81,93,71,Fair,Medium,0,7.4,0,100,1
STD20593,15.0,68,71,82,Good,Medium,1,6.9,0,100,1
STD20594,14.8,95,90,78,Fair,Medium,0,7.2,0,100,1
STD20595,22.4,84,95,93,Good,Medium,0,7.2,0,100,1
STD20596,8.3,64,83,76,Fair,Medium,0,5.8,0,95,1
STD20597,3.9,100,100,48,Poor,Medium,1,6.4,0,100,1
STD20598,6.7,77,47,71,Good,Low,1,6.2,0,87,1
STD20599,8.5,61,63,69,Good,High,1,9.5,0,100,1
STD20600,7.1,64,73,87,Fair,High,1,8.1,0,100,1
STD20601,12.5,97,100,43,Fair,Medium,1,7.0,0,100,1
STD20602,18.3,100,100,66,Good,High,0,8.6,0,100,1
STD20603,19.7,90,100,48,Poor,Medium,0,8.4,0,100,1
STD20604,14.5,94,64,66,Fair,Medium,1,5.0,1,100,1
STD20605,22.7,93,66,55,Poor,High,1,6.5,0,100,1
STD20606,10.2,84,63,65,Poor,Medium,0,6.8,0,82,1
STD20607,3.8,81,64,37,Poor,High,1,7.6,0,91,1
STD20608,17.3,84,100,70,Good,Medium,0,6.5,0,100,1
STD20609,2.8,86,74,61,Fair,Medium,1,6.7,0,100,1
STD20610,8.2,66,76,60,Good,Low,1,6.2,0,98,1
STD20611,14.6,86,92,87,Good,High,0,8.2,0,100,1
STD20612,11.5,96,48,52,Poor,Low,1,4.9,0,89,1
STD20613,11.0,73,79,63,Good,Medium,1,6.2,0,100,1
STD20614,6.1,72,58,60,Fair,Low,1,4.4,0,83,1
STD20615,11.9,83,73,61,Good,Medium,1,5.5,0,100,1
STD20616,17.0,67,67,91,Fair,Medium,0,7.2,0,100,1
STD20617,12.1,58,67,59,Fair,High,0,7.2,0,97,1
STD20618,7.8,92,82,49,Fair,Medium,0,6.4,0,98,1
STD20619,5.8,70,82,86,Good,Low,0,8.3,0,93,1
STD20620,8.0,76,74,53,Fair,Low,0,8.6,0,84,1
STD20621,14.0,67,85,34,Good,Low,0,6.7,0,96,1
STD20622,13.7,94,62,47,Poor,Medium,0,7.1,0,100,1
STD20623,8.0,88,90,39,Fair,High,0,6.2,0,100,1
STD20624,0.9,73,74,31,Fair,Medium,0,7.6,0,66,1
STD20625,14.1,59,69,53,Poor,Medium,0,5.2,1,77,1
STD20626,7.5,71,64,57,Poor,Low,1,9.1,0,74,1
STD20627,15.4,84,74,76,Fair,High,1,8.3,0,100,1
STD20628,8.2,79,100,67,Good,High,1,5.2,0,100,1
STD20629,7.1,78,77,67,Good,High,0,5.8,0,100,1
STD20630,12.8,79,57,45,Poor,Low,1,7.3,0,95,1
STD20631,23.8,87,95,71,Fair,Medium,0,6.4,0,100,1
STD20632,15.7,75,70,79,Poor,High,0,7.5,0,100,1
STD20633,12.7,82,83,64,Good,Low,1,6.3,0,100,1
STD20634,13.8,62,67,64,Good,Medium,0,8.8,0,100,1
STD20635,3.2,100,100,39,Good,High,1,6.8,0,100,1
STD20636,6.4,72,67,74,Good,High,1,9.5,0,100,1
STD20637,0.0,79,100,85,Fair,Medium,0,7.6,0,97,1
STD20638,20.6,84,59,63,Fair,Medium,0,5.0,0,100,1
STD20639,19.6,70,73,49,Good,High,1,9.5,1,100,1
STD20640,14.0,76,100,56,Poor,Medium,0,8.2,0,100,1
STD20641,12.7,76,81,52,Poor,High,0,7.3,0,100,1
STD20642,4.2,63,100,53,Fair,Medium,0,7.6,0,98,1
STD20643,10.9,82,73,68,Good,High,1,5.3,0,100,1
STD20644,21.0,53,83,62,Good,High,0,4.5,0,100,1
STD20645,12.7,100,100,73,Good,Medium,1,6.7,0,100,1
STD20646,9.2,87,51,64,Fair,Medium,1,8.6,0,100,1
STD20647,3.2,85,49,45,Fair,Low,0,7.3,0,80,1
STD20648,18.9,52,64,50,Fair,High,0,9.0,0,100,1
STD20649,11.6,65,93,50,Good,Medium,1,8.5,0,100,1
STD20650,3.2,95,49,55,Poor,Low,0,6.8,0,68,1
STD20651,7.4,100,89,85,Good,High,0,8.3,0,100,1
STD20652,5.6,93,87,87,Fair,High,0,8.8,0,100,1
STD20653,11.3,91,100,71,Good,High,1,6.7,0,100,1
STD20654,13.0,83,97,60,Good,Medium,1,6.5,0,100,1
STD20655,9.5,64,85,38,Fair,High,0,7.0,0,88,1
STD20656,15.9,90,100,61,Good,High,0,3.7,1,100,1
STD20657,12.4,61,88,46,Fair,Low,0,7.2,0,95,1
STD20658,17.3,59,70,82,Good,High,1,7.7,0,100,1
STD20659,10.2,58,57,34,Good,Medium,0,7.0,0,100,1
STD20660,27.2,90,68,64,Fair,High,1,7.2,0,100,1
STD20661,9.2,75,77,45,Poor,High,1,6.7,0,100,1
STD20662,7.5,77,81,58,Good,Medium,0,4.2,0,98,1
STD20663,6.9,76,40,68,Good,Medium,1,9.0,0,100,1
STD20664,10.9,60,74,73,Fair,Low,1,6.3,0,98,1
STD20665,3.4,67,79,57,Good,Low,1,6.0,0,88,1
STD20666,13.5,67,88,69,Fair,Medium,0,8.6,1,100,1
STD20667,2.5,56,100,48,Fair,High,1,8.1,0,92,1
STD20668,12.8,69,81,62,Fair,Low,0,7.2,0,100,1
STD20669,5.2,61,62,73,Poor,Low,1,7.8,0,83,1
STD20670,10.1,84,45,63,Fair,Medium,0,5.3,0,99,1
STD20671,15.0,85,90,50,Good,Medium,0,6.7,0,100,1
STD20672,23.5,58,62,54,Poor,Low,1,8.5,0,100,1
STD20673,6.6,72,94,73,Fair,Low,0,5.9,0,97,1
STD20674,11.2,100,100,42,Good,Medium,0,5.5,0,100,1
STD20675,8.4,62,50,44,Good,Medium,1,6.9,0,99,1
STD20676,7.7,82,88,67,Good,High,0,6.9,0,100,1
STD20677,8.4,77,100,51,Fair,Medium,1,7.6,0,98,1
STD20678,16.1,91,96,36,Good,Low,1,5.0,0,100,1
STD20679,9.6,80,40,78,Poor,High,0,3.5,0,86,1
STD20680,23.2,70,63,42,Poor,High,1,8.0,0,100,1
STD20681,14.1,77,55,55,Good,Medium,1,5.4,0,100,1
STD20682,6.9,77,87,49,Fair,High,1,6.0,0,100,1
STD20683,10.2,75,85,54,Good,High,0,4.0,0,99,1
STD20684,8.0,58,29,45,Fair,High,1,8.1,1,90,1
STD20685,16.0,93,73,69,Poor,Medium,1,7.3,0,100,1
STD20686,3.8,91,92,60,Fair,Low,0,7.2,0,76,1
STD20687,5.3,61,81,73,Poor,Low,1,7.2,0,91,1
STD20688,9.0,72,81,49,Fair,High,0,4.1,0,100,1
STD20689,15.4,73,71,90,Poor,High,0,5.5,0,100,1
STD20690,18.2,60,59,29,Fair,Medium,0,6.2,0,100,1
STD20691,18.9,50,78,34,Good,Low,1,5.8,0,100,1
STD20692,14.6,67,79,84,Poor,Low,0,6.4,0,97,1
STD20693,11.6,71,89,65,Fair,Medium,0,7.1,0,100,1
STD20694,16.0,56,91,63,Fair,High,0,8.1,0,100,1
STD20695,6.3,78,80,64,Fair,Medium,0,4.9,0,94,1
STD20696,2.8,92,98,67,Fair,Medium,1,6.8,0,92,1
STD20697,14.2,88,71,62,Good,Medium,0,7.7,0,100,1
STD20698,7.0,74,52,44,Good,High,0,5.6,0,100,1
STD20699,11.7,50,87,70,Poor,High,1,6.5,0,100,1
STD20700,12.6,86,80,68,Good,Low,0,7.4,0,100,1
STD20701,13.2,78,87,79,Poor,Medium,0,6.8,0,100,1
STD20702,16.7,82,55,84,Fair,High,1,7.7,1,100,1
STD20703,16.2,100,100,63,Fair,High,1,6.9,0,100,1
STD20704,13.0,64,91,40,Poor,Medium,0,6.4,1,71,1
STD20705,9.8,36,73,85,Poor,Low,1,5.3,0,84,1
STD20706,12.5,61,61,43,Poor,Medium,1,7.1,0,85,1
STD20707,9.0,83,97,63,Poor,Medium,1,6.9,0,100,1
STD20708,11.0,76,58,54,Fair,Low,0,5.5,0,80,1
STD20709,25.1,59,100,52,Poor,High,1,7.6,0,100,1
STD20710,12.9,56,67,69,Good,Low,0,8.4,0,88,1
STD20711,14.3,71,100,62,Good,High,1,5.9,0,100,1
STD20712,8.5,59,75,66,Fair,Medium,1,5.9,0,82,1
STD20713,17.1,83,100,46,Poor,Low,1,5.8,1,93,1
STD20714,15.8,70,65,55,Fair,Medium,1,4.6,0,100,1
STD20715,15.8,67,78,46,Good,Medium,0,9.4,0,100,1
STD20716,13.1,65,92,55,Fair,High,0,6.2,0,100,1
STD20717,17.2,80,90,56,Poor,Medium,0,5.7,0,100,1
STD20718,18.4,77,98,86,Good,Low,0,5.3,0,100,1
STD20719,13.4,79,69,54,Fair,High,1,6.3,0,100,1
STD20720,11.4,79,80,26,Fair,Medium,1,5.9,0,90,1
STD20721,16.5,75,100,79,Good,Low,0,8.7,0,100,1
STD20722,7.5,62,65,65,Good,High,0,5.2,0,99,1
STD20723,8.4,66,88,56,Fair,Low,1,4.8,0,90,1
STD20724,11.7,70,74,51,Fair,Low,1,7.5,0,100,1
STD20725,3.3,100,82,44,Fair,Medium,0,6.7,0,88,1
STD20726,16.1,57,80,87,Poor,Medium,0,6.5,0,100,1
STD20727,7.2,70,64,59,Fair,Medium,0,7.5,1,77,1
STD20728,9.6,77,73,32,Fair,High,1,7.0,0,100,1
STD20729,10.9,72,81,63,Fair,Low,0,6.7,0,92,1
STD20730,12.2,91,76,76,Good,High,0,5.0,0,100,1
STD20731,10.3,72,100,60,Good,Low,0,4.6,0,100,1
STD20732,11.7,73,96,44,Good,Low,0,5.9,0,96,1
STD20733,11.7,87,83,43,Poor,Low,0,5.4,0,81,1
STD20734,9.8,100,64,44,Poor,Low,0,7.1,0,79,1
STD20735,8.1,96,63,81,Fair,Medium,1,4.5,0,100,1
STD20736,17.4,74,100,57,Fair,High,1,6.2,0,100,1
STD20737,1.5,75,60,33,Poor,High,0,6.6,0,67,1
STD20738,11.0,77,80,64,Good,Medium,0,6.7,0,100,1
STD20739,9.7,78,84,60,Fair,Low,1,7.3,0,100,1
STD20740,14.1,64,72,51,Poor,High,0,6.4,0,95,1
STD20741,4.7,89,60,43,Fair,Medium,0,5.9,0,84,1
STD20742,9.5,79,64,42,Good,Medium,0,8.4,1,99,1
STD20743,11.5,75,68,74,Good,Medium,1,6.4,0,100,1
STD20744,17.4,58,65,62,Poor,Low,1,8.6,0,95,1
STD20745,13.7,77,100,65,Fair,Medium,0,6.4,0,100,1
STD20746,6.1,49,78,62,Good,High,1,6.8,0,100,1
STD20747,9.6,68,69,63,Poor,Low,1,6.6,0,89,1
STD20748,16.4,68,80,51,Fair,Medium,1,7.1,0,100,1
STD20749,6.0,80,90,55,Good,High,1,6.3,0,100,1
STD20750,11.6,100,72,75,Good,Medium,1,6.9,0,100,1
STD20751,12.0,84,94,79,Poor,Medium,1,8.8,0,100,1
STD20752,10.1,96,55,40,Good,Medium,1,8.2,1,96,1
STD20753,25.5,85,99,55,Fair,High,0,8.2,0,100,1
STD20754,9.9,92,78,71,Poor,Medium,1,5.1,0,100,1
STD20755,14.2,100,77,86,Poor,Medium,1,5.3,0,100,1
STD20756,8.2,66,66,85,Fair,Low,0,7.1,0,100,1
STD20757,14.6,65,56,46,Poor,High,0,7.8,0,97,1
STD20758,16.4,85,48,77,Good,High,0,6.1,0,100,1
STD20759,9.1,76,64,59,Good,Medium,0,5.9,0,100,1
STD20760,11.7,79,89,74,Poor,High,0,8.6,0,100,1
STD20761,7.5,73,61,70,Good,Medium,0,7.7,0,100,1
STD20762,6.3,68,50,39,Good,High,0,8.2,0,95,1
STD20763,17.2,99,62,66,Poor,Low,1,6.2,0,100,1
STD20764,9.2,61,71,73,Good,Low,0,6.1,0,95,1
STD20765,0.0,86,72,58,Good,High,0,8.0,0,91,1
STD20766,20.8,83,76,54,Good,Medium,0,6.5,0,100,1
STD20767,8.0,54,97,34,Fair,Medium,0,6.0,0,87,1
STD20768,10.8,64,100,68,Good,High,0,5.6,0,100,1
STD20769,20.2,67,100,61,Good,Medium,1,6.1,0,100,1
STD20770,11.3,84,49,44,Fair,Medium,0,7.9,0,94,1
STD20771,11.2,71,63,53,Fair,Medium,0,4.8,0,93,1
STD20772,5.9,75,91,60,Fair,Medium,0,7.6,0,95,1
STD20773,3.8,56,70,50,Fair,Low,1,5.9,0,87,1
STD20774,11.2,100,93,58,Fair,Low,0,6.5,0,100,1
STD20775,13.8,77,82,32,Poor,Medium,0,6.6,0,100,1
STD20776,13.5,83,100,78,Good,High,0,6.5,0,100,1
STD20777,9.6,68,97,58,Good,Medium,0,6.4,0,100,1
STD20778,12.1,67,97,42,Fair,Medium,0,6.2,0,96,1
STD20779,2.8,100,71,21,Fair,Medium,1,6.1,0,78,1
STD20780,14.3,49,76,73,Poor,Low,1,8.5,0,100,1
STD20781,12.8,80,73,66,Poor,Medium,0,6.8,0,93,1
STD20782,21.9,59,51,61,Fair,Low,0,6.6,0,91,1
STD20783,12.0,70,100,71,Poor,Medium,0,6.0,0,95,1
STD20784,7.3,67,91,71,Good,Low,1,6.3,0,89,1
STD20785,11.7,62,72,61,Fair,Medium,1,6.0,0,97,1
STD20786,10.4,76,100,54,Poor,Medium,0,7.8,0,90,1
STD20787,14.2,40,67,52,Good,High,0,5.8,0,100,1
STD20788,12.1,72,45,64,Fair,Medium,0,3.9,1,69,1
STD20789,5.7,75,96,79,Fair,High,1,6.9,0,100,1
STD20790,3.8,57,55,56,Poor,Medium,0,6.4,1,46,0
STD20791,13.3,97,74,80,Good,Medium,0,6.0,0,100,1
STD20792,18.9,68,82,64,Fair,Low,0,8.0,0,100,1
STD20793,12.4,73,85,64,Good,Low,0,3.5,0,100,1
STD20794,16.1,68,93,94,Fair,Low,1,8.8,0,100,1
STD20795,17.1,75,88,83,Good,Low,0,8.2,0,100,1
STD20796,13.3,94,88,83,Fair,Medium,0,6.0,0,100,1
STD20797,7.9,100,64,46,Good,Medium,1,6.2,0,100,1
STD20798,13.0,86,83,91,Good,Medium,1,7.5,0,100,1
STD20799,18.0,91,51,57,Fair,Medium,1,7.5,0,100,1
STD20800,14.6,100,100,55,Good,Medium,1,6.0,0,100,1
STD20801,15.7,79,53,26,Good,Low,0,4.7,0,95,1
STD20802,9.7,98,72,63,Poor,Medium,0,9.5,0,100,1
STD20803,11.0,87,54,42,Good,Medium,0,8.0,0,100,1
STD20804,11.4,78,65,64,Fair,Medium,1,7.0,0,100,1
STD20805,11.7,81,78,41,Fair,Low,1,7.0,0,100,1
STD20806,17.8,51,68,85,Poor,High,0,7.6,0,100,1
STD20807,0.3,80,99,66,Poor,Medium,1,7.8,0,84,1
STD20808,12.2,54,82,92,Poor,Medium,1,4.1,0,99,1
STD20809,11.6,53,70,43,Poor,Low,1,6.3,0,83,1
STD20810,5.1,79,76,81,Poor,Low,0,6.2,0,65,1
STD20811,15.4,60,100,31,Poor,Medium,0,6.6,0,93,1
STD20812,8.4,76,94,61,Fair,High,1,7.8,0,100,1
STD20813,10.2,78,58,49,Fair,Low,1,4.5,0,85,1
STD20814,21.2,79,66,51,Good,Medium,1,5.0,0,100,1
STD20815,17.0,63,87,50,Good,High,1,5.9,0,100,1
STD20816,14.9,89,84,44,Poor,Medium,0,7.0,0,100,1
STD20817,13.9,75,59,39,Fair,Medium,1,7.9,0,89,1
STD20818,11.2,82,91,51,Fair,Medium,0,8.9,0,96,1
STD20819,22.0,59,62,60,Fair,Medium,0,6.4,0,100,1
